0,0,0,30,12,0,0
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,0,0,50,12,1,0
1,0,0,50,12,1,0
1,0,0,30,12,0,0
1,0,0,30,12,0,0
1,0,0,50,12,0,0
1,0,0,50,12,0,0
1,0,0,50,12,0,0
1,0,0,30,12,0,0
1,0,0,50,12,0,0
1,0,0,50,12,1,0
1,0,0,50,12,1,0
1,0,0,50,12,0,0
1,0,0,50,12,0,0
1,0,0,50,12,0,0
1,0,0,30,12,0,0
1,0,0,50,12,0,0
1,0,0,30,12,1,0
1,0,0,50,12,0,0
1,0,0,30,12,1,0
1,0,0,50,12,1,0
1,0,0,30,12,0,0
1,0,0,50,12,1,0
1,0,0,50,12,1,0
1,0,0,30,12,0,0
1,0,0,50,12,0,0
1,0,0,50,12,1,0
1,0,0,50,12,1,0
1,0,0,50,12,1,0
1,0,0,30,12,1,0
1,0,0,30,12,1,0
1,0,0,30,12,1,0
1,0,0,50,12,0,0
1,0,0,30,12,1,0
1,0,0,50,12,1,0
1,0,0,30,12,0,0
1,0,0,50,12,0,0
1,0,0,50,12,0,0
1,0,0,50,12,1,0
1,0,0,30,12,0,0
1,0,0,50,12,0,0
1,0,0,30,12,1,0
1,0,0,30,12,0,0
1,0,0,30,12,0,0
1,0,0,50,12,1,0
1,0,0,50,12,1,0
1,0,0,50,12,1,0
1,0,0,30,12,1,0
1,0,0,50,12,1,0
1,0,0,30,12,0,0
1,0,0,50,12,0,0
1,0,0,30,12,0,0
1,0,0,30,12,1,0
1,0,0,30,12,1,0
1,0,0,50,12,1,0
1,0,0,30,12,1,0
1,0,0,50,12,0,0
1,0,0,30,12,1,0
1,0,0,50,12,0,0
1,0,0,50,12,0,0
1,0,0,50,12,1,0
1,0,0,50,12,0,0
1,0,0,50,12,1,0
1,0,0,50,12,1,0
1,0,0,50,12,1,0
1,0,0,30,12,1,0
1,0,0,30,12,1,0
1,0,0,30,12,1,0
1,0,0,50,12,0,0
1,0,0,50,12,1,0
1,0,0,50,12,0,0
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,1,1,90,12,1,1
1,0,0,50,12,1,0
1,0,0,50,12,1,0
1,0,0,50,12,1,0
1,0,0,30,12,1,0
1,0,0,50,12,1,0
1,0,0,30,12,1,0
1,0,0,30,12,0,0
1,0,0,50,12,0,0
1,0,0,50,12,1,0
1,0,0,30,12,0,0
1,0,0,30,12,1,0
1,0,0,30,12,1,0
1,0,0,50,12,0,0
1,0,0,50,12,0,0
1,0,0,30,12,1,0
1,0,0,50,12,1,0
1,0,0,50,12,0,0
1,0,0,50,12,0,0
1,0,0,30,12,1,0
1,0,0,30,12,0,0
1,0,0,30,12,0,0
1,0,0,30,12,0,0
1,0,0,30,12,0,0
1,0,0,30,12,0,0
1,0,0,50,12,0,0
1,0,0,50,12,0,0
1,0,0,50,12,1,0
1,0,0,30,12,1,0
1,0,0,50,12,1,0
1,0,0,50,12,1,0
